"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","village.id","ln.exptot","ln.lands","program.male","program.female"
"251",82111,1,2,8,52,1,0,5,32.5,67240,2205.98193359375,1079.30712890625,3285.2890625,1,1,0.705128192901611,1,0.990000009536743,13.5336313247681,8.12017822265625,10.8269052505493,9.157958984375,2.03004455566406,37.8941688537598,82,8.09751415252686,0.281412452459335,1,1
"252",83011,1,3,8,58,1,0,4,1,9050,4410.6103515625,656.71923828125,5067.32958984375,1,1,0.709728837013245,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,8.53076648712158,0.00995033048093319,1,1
"253",83025,1,3,8,27,0,0,3,102,62911.0859375,1897.4150390625,568.41259765625,2465.82763671875,0,0,1.30781495571136,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,7.81068801879883,0.703097522258759,1,1
"254",83034,1,3,8,40,1,0,4,8,6075,2319.66430664062,458.451904296875,2778.1162109375,0,1,1.5119616985321,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,7.9298882484436,0.0769610404968262,1,1
"255",83041,1,3,8,54,1,0,4,7,21370,3159.42626953125,839.930908203125,3999.35717773438,0,1,0.709728837013245,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,8.29413890838623,0.0676586478948593,1,1
"256",83045,1,3,8,51,1,2,9,204,243828.671875,2383.7236328125,837.957275390625,3221.68090820312,0,0,1.30781495571136,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,8.07796859741211,1.1118575334549,1,1
"257",83071,1,3,8,57,1,0,6,24,37175,2782.0634765625,1670.275390625,4452.3388671875,0,1,0.709728837013245,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,8.40140914916992,0.215111374855042,1,1
"258",83091,1,3,8,42,1,0,9,5,50520,2030.94689941406,633.073120117188,2664.02001953125,1,0,0.709728837013245,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,7.88796663284302,0.0487901642918587,1,1
"259",83111,1,3,8,49,1,0,3,5.00999975204468,5006,2868.2275390625,954.120849609375,3822.34838867188,1,1,0.709728837013245,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,8.24888229370117,0.0488853938877583,1,1
"260",83121,1,3,8,44,1,5,6,1,24780,2790.634765625,832.318359375,3622.953125,1,1,0.709728837013245,1,0.980000019073486,13.3080701828003,7.44349718093872,10.8269052505493,9.00532531738281,2.03004455566406,37.8941688537598,83,8.19532108306885,0.00995033048093319,1,1
"261",91012,1,1,9,55,1,6,12,49,77600,2735.8798828125,939.854248046875,3675.73413085938,1,0,0.822510778903961,1,0.899999976158142,10.8269052505493,7.44349718093872,6.76681566238403,7.32636690139771,1.69170391559601,37.8941688537598,91,8.20977973937988,0.398776113986969,1,1
"262",91022,1,1,9,65,1,0,3,81,194540,3734.3798828125,5018.7216796875,8753.1015625,1,1,0.822510778903961,1,0.899999976158142,10.8269052505493,7.44349718093872,6.76681566238403,7.32636690139771,1.69170391559601,37.8941688537598,91,9.07727718353271,0.59332686662674,1,1
"263",91044,1,1,9,36,1,5,7,23.5,51820.2734375,2800.30151367188,762.233642578125,3562.53515625,0,0,0.935064911842346,1,0.899999976158142,10.8269052505493,7.44349718093872,6.76681566238403,7.32636690139771,1.69170391559601,37.8941688537598,91,8.17850875854492,0.211070969700813,1,1
