"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","village.id","ln.exptot","ln.lands","program.male","program.female"
"962",272024,1,2,27,37,1,4,3,8,75915,8203.185546875,3823.25,12026.435546875,0,1,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,9.39494514465332,0.0769610404968262,0,1
"963",272025,1,2,27,60,1,0,5,65,116500,3064.01416015625,933.820556640625,3997.83471679688,0,1,2.9228241443634,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,8.29375839233398,0.500775277614594,0,1
"964",272034,1,2,27,36,1,8,4,1,84720.53125,3951.8203125,2166.2265625,6118.046875,0,0,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,8.71916198730469,0.00995033048093319,0,1
"965",272044,1,2,27,35,0,8,3,5,41400,3595.43481445312,1661.25317382812,5256.68798828125,0,1,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,8.5674467086792,0.0487901642918587,0,1
"966",272045,1,2,27,67,1,5,7,54,801597,4485.81884765625,1712.00390625,6197.82275390625,0,0,2.9228241443634,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,8.73211479187012,0.431782424449921,0,1
"967",272054,1,2,27,50,1,0,4,3,16400,3127.6220703125,707.13232421875,3834.75439453125,0,1,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,8.25212097167969,0.02955880202353,0,1
"968",272074,1,2,27,29,0,0,4,1,12498.30859375,2195.83154296875,546.42041015625,2742.251953125,0,0,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,7.91689920425415,0.00995033048093319,0,1
"969",272134,1,2,27,35,1,0,6,4,17350,2309.73974609375,291.536865234375,2601.27661132812,0,1,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,7.86414194107056,0.0392207130789757,0,1
"970",272154,1,2,27,40,1,0,4,41,86669.375,2405.60302734375,555.724609375,2961.32763671875,0,0,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,7.99373054504395,0.343589693307877,0,1
"971",272164,1,2,27,68,1,7,3,14,89650,3606.26171875,1628.546875,5234.80859375,0,1,0.660678088665009,1,0.75,13.0825099945068,8.12017822265625,10.8269052505493,8.85269355773926,2.03004455566406,47.3677101135254,272,8.56327629089355,0.131028264760971,0,1
"972",273014,1,3,27,45,1,1,4,10,37082.15234375,3195.29028320312,1854.10766601562,5049.39794921875,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,8.52722263336182,0.0953101813793182,0,0
"973",273025,1,3,27,46,1,0,5,105,230004.0625,2401.40747070312,898.633056640625,3300.04052734375,0,0,3.0213463306427,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,8.1019926071167,0.717839777469635,0,0
"974",273034,1,3,27,58,1,0,3,5,15435.1064453125,3257.544921875,861.6416015625,4119.1865234375,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,8.32365417480469,0.0487901642918587,0,0
"975",273035,1,3,27,70,1,0,5,865,941399.375,4313.43896484375,43411.15234375,47724.58984375,0,0,3.0213463306427,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,10.7732229232788,2.26695799827576,0,0
"976",273044,1,3,27,60,1,0,4,29,47909.0546875,3241.3046875,595.479736328125,3836.78442382812,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,8.25265026092529,0.254642218351364,0,0
"977",273045,1,3,27,60,1,2,11,198,191771.5625,2486.4970703125,2070.0302734375,4556.52734375,0,0,3.0213463306427,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,8.42453575134277,1.09192335605621,0,0
"978",273064,1,3,27,55,1,0,2,5,9710.380859375,2863.03955078125,372.175048828125,3235.21459960938,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,8.08215999603271,0.0487901642918587,0,0
"979",273104,1,3,27,40,1,0,4,3,6732.9814453125,2421.84326171875,270.672607421875,2692.51586914062,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,7.89860248565674,0.02955880202353,0,0
"980",273124,1,3,27,32,1,2,4,5.5,10644.201171875,1572.60791015625,392.475341796875,1965.08325195312,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,7.5837984085083,0.0535407662391663,0,0
"981",273134,1,3,27,46,1,0,7,1,10434.4296875,1943.42944335938,275.506103515625,2218.935546875,0,0,0.643291831016541,1,0.300000011920929,12.8569498062134,8.12017822265625,9.47354221343994,8.70006084442139,2.03004455566406,40.6008949279785,273,7.70523357391357,0.00995033048093319,0,0
"982",281014,1,1,28,35,1,0,5,32,84537.8203125,2836.10791015625,884.828369140625,3720.93627929688,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,8.221999168396,0.277631729841232,0,0
"983",281015,1,1,28,60,1,5,4,348,436506.96875,4236.0263671875,1802.6796875,6038.7060546875,0,0,5,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,8.70611095428467,1.49962306022644,0,0
"984",281024,1,1,28,43,1,3,6,126,187616.734375,2694.32055664062,449.42919921875,3143.74975585938,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,8.05348968505859,0.815364837646484,0,0
"985",281034,1,1,28,50,1,0,5,7,19177.15625,1494.38342285156,94.1942138671875,1588.57763671875,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,7.37122344970703,0.0676586478948593,0,0
"986",281064,1,1,28,60,1,4,6,64,152760.84375,5029.54833984375,1028.330078125,6057.87841796875,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,8.70928001403809,0.494696229696274,0,0
"987",281084,1,1,28,40,1,2,5,111,160799.84375,4734.60546875,607.9306640625,5342.5361328125,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,8.58364295959473,0.746687948703766,0,0
"988",281114,1,1,28,42,1,2,3,1,5041.27734375,4625.34423828125,1022.91650390625,5648.2607421875,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,8.63928031921387,0.00995033048093319,0,0
"989",281134,1,1,28,65,1,0,4,7,31073.21875,2192.78662109375,545.236083984375,2738.02270507812,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,7.91535663604736,0.0676586478948593,0,0
"990",281144,1,1,28,43,1,2,7,5,12714.845703125,2350.59838867188,597.703125,2948.30151367188,0,0,0.294117629528046,1,0.800000011920929,10.1502237319946,8.79685974121094,8.12017822265625,6.86846923828125,1.69170391559601,40.6008949279785,281,7.98932361602783,0.0487901642918587,0,0
"991",282024,1,2,28,35,1,0,5,50,43180.40625,2192.177734375,1354.44580078125,3546.62353515625,0,0,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.17403316497803,0.405465096235275,0,1
"992",282035,1,2,28,45,1,0,4,1034,142563.28125,4477.60205078125,2032.58203125,6510.18408203125,0,0,3.25878596305847,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.78127670288086,2.42833638191223,0,1
"993",282044,1,2,28,45,1,9,5,20,28474.759765625,3344.70141601562,774.123779296875,4118.8251953125,0,0,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.32356643676758,0.182321563363075,0,1
"994",282045,1,2,28,54,1,6,8,69,96873.734375,2740.22192382812,1944.36010742188,4684.58203125,0,0,3.25878596305847,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.45224571228027,0.524728536605835,0,1
"995",282074,1,2,28,41,1,4,7,1,36222.765625,2611.99072265625,1147.74877929688,3759.73950195312,0,0,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.23237133026123,0.00995033048093319,0,1
"996",282094,1,2,28,32,1,5,5,37,153038.296875,5249.96630859375,690.35009765625,5940.31640625,0,0,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.6896858215332,0.314810752868652,0,1
"997",282124,1,2,28,40,1,5,3,4,6570,2919.6552734375,2454.32373046875,5373.97900390625,0,1,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.58950996398926,0.0392207130789757,0,1
"998",282134,1,2,28,50,1,0,9,11,5700,2478.759765625,689.83935546875,3168.59912109375,0,1,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.06136035919189,0.104360014200211,0,1
"999",282144,1,2,28,30,1,0,4,5,6750,1817.56665039062,1744.14672851562,3561.71337890625,0,1,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,8.17827796936035,0.0487901642918587,0,1
"1000",282154,1,2,28,45,1,0,6,4,11450,1149.45642089844,242.703002929688,1392.15942382812,0,1,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,7.23932933807373,0.0392207130789757,0,1
"1001",282164,1,2,28,30,1,0,7,1,3126.26904296875,2211.78198242188,453.666748046875,2665.44873046875,0,0,0.601390719413757,1,0.550000011920929,8.12017822265625,6.76681566238403,6.76681566238403,5.49477481842041,1.69170391559601,37.8941688537598,282,7.88850259780884,0.00995033048093319,0,1
"1002",283015,1,3,28,42,1,8,5,138,93677,3999.72924804688,3107.32153320312,7107.05078125,1,0,3.29966306686401,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,8.86898326873779,0.867100477218628,1,1
"1003",283025,1,3,28,70,0,0,2,1,1082.69055175781,2973.3388671875,1622.68212890625,4596.02099609375,0,0,3.29966306686401,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,8.4331636428833,0.00995033048093319,1,1
"1004",283064,1,3,28,50,1,0,7,9,4520,1611.08215332031,514.374633789062,2125.45678710938,0,1,0.594177007675171,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,7.66221237182617,0.0861776992678642,1,1
"1005",283084,1,3,28,35,1,0,3,1,5600,2908.82836914062,985.69970703125,3894.52807617188,0,1,0.594177007675171,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,8.26758480072021,0.00995033048093319,1,1
"1006",283094,1,3,28,50,1,0,5,3,2390,3057.78857421875,476.113037109375,3533.90161132812,0,1,0.594177007675171,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,8.17044067382812,0.02955880202353,1,1
"1007",283104,1,3,28,35,1,0,5,10,10825,1755.85327148438,349.438232421875,2105.29150390625,0,1,0.594177007675171,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,7.65268421173096,0.0953101813793182,1,1
"1008",283114,1,3,28,35,1,0,3,5,3230,3794.37915039062,773.221435546875,4567.6005859375,0,1,0.594177007675171,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,8.42696189880371,0.0487901642918587,1,1
"1009",283144,1,3,28,48,1,6,4,11.5,10215,4891.05419921875,2246.92138671875,7137.9755859375,0,1,0.594177007675171,1,0.300000011920929,9.02242088317871,7.44349718093872,9.47354221343994,6.10530567169189,1.69170391559601,40.6008949279785,283,8.87332439422607,0.108854405581951,1,1
"1010",284024,1,4,28,35,1,0,5,6,7355.529296875,1217.48547363281,276.7626953125,1494.24816894531,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,7.31004762649536,0.0582689084112644,0,0
"1011",284035,1,4,28,35,1,0,5,302,323014,3627.8251953125,1721.61328125,5349.4384765625,0,0,2.32835817337036,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,8.58493423461914,1.39128184318542,0,0
"1012",284044,1,4,28,28,1,0,4,29,39003.92578125,2233.04907226562,430.53857421875,2663.58764648438,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,7.88780450820923,0.254642218351364,0,0
"1013",284055,1,4,28,30,1,0,4,76,84192.71875,2562.93139648438,369.468017578125,2932.3994140625,0,0,2.32835817337036,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,7.98391723632812,0.565313816070557,0,0
"1014",284074,1,4,28,35,1,4,3,29,26898.08984375,2731.53784179688,546.3076171875,3277.84545898438,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,8.09524631500244,0.254642218351364,0,0
"1015",284104,1,4,28,40,1,0,9,60,69024.90625,1567.79602050781,321.047729492188,1888.84375,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,7.54424953460693,0.470003634691238,0,0
"1016",284114,1,4,28,40,1,10,7,24,28928.138671875,2196.70166015625,368.79150390625,2565.4931640625,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,7.85029554367065,0.215111374855042,0,0
"1017",284124,1,4,28,60,1,0,4,35,39508.73046875,3206.45556640625,777.168701171875,3983.62426757812,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,8.29019832611084,0.300104588270187,0,0
"1018",284154,1,4,28,30,1,0,4,6,7737.85400390625,2145.4189453125,338.340576171875,2483.75952148438,0,0,0.557213962078094,1,0.498809516429901,10.3757839202881,8.79685974121094,6.76681566238403,7.02110147476196,1.69170391559601,40.6008949279785,284,7.81793117523193,0.0582689084112644,0,0
"1019",291014,1,1,29,35,1,7,4,32,92637.703125,3860.46826171875,773.10888671875,4633.5771484375,0,0,0.515713095664978,0,0.733333349227905,9.24798107147217,6.76681566238403,6.76681566238403,6.25793838500977,1.35336315631866,37.8941688537598,291,8.44130039215088,0.277631729841232,1,1
"1020",291025,1,1,29,48,1,5,5,104,125801.875,2086.615234375,1744.48510742188,3831.10034179688,0,0,3.74429202079773,0,0.733333349227905,9.24798107147217,6.76681566238403,6.76681566238403,6.25793838500977,1.35336315631866,37.8941688537598,291,8.2511682510376,0.712949812412262,1,1
"1021",291045,1,1,29,56,1,0,9,81,192888.078125,3961.89526367188,3134.53930664062,7096.4345703125,1,1,3.74429202079773,0,0.733333349227905,9.24798107147217,6.76681566238403,6.76681566238403,6.25793838500977,1.35336315631866,37.8941688537598,291,8.86748886108398,0.59332686662674,1,1
"1022",291134,1,1,29,40,1,1,7,46,99066.1796875,2364.5185546875,682.965087890625,3047.48364257812,0,0,0.515713095664978,0,0.733333349227905,9.24798107147217,6.76681566238403,6.76681566238403,6.25793838500977,1.35336315631866,37.8941688537598,291,8.02239990234375,0.37843644618988,1,1
"1023",291144,1,1,29,38,1,4,5,25,15003,2620.65234375,741.642822265625,3362.29516601562,0,1,0.515713095664978,0,0.733333349227905,9.24798107147217,6.76681566238403,6.76681566238403,6.25793838500977,1.35336315631866,37.8941688537598,291,8.12067604064941,0.223143547773361,1,1
"1024",292014,1,2,29,28,1,0,4,3,3990,2459.73754882812,369.63720703125,2829.37475585938,0,1,0.852941155433655,1,0.449999988079071,9.6991024017334,7.44349718093872,8.12017822265625,6.56320381164551,1.35336315631866,43.3076210021973,292,7.94816446304321,0.02955880202353,0,1
"1025",292034,1,2,29,51,0,0,4,6,23399.6484375,2928.0009765625,404.993896484375,3332.99487304688,0,0,0.852941155433655,1,0.449999988079071,9.6991024017334,7.44349718093872,8.12017822265625,6.56320381164551,1.35336315631866,43.3076210021973,292,8.11192607879639,0.0582689084112644,0,1
"1026",292044,1,2,29,35,1,0,4,1,3330,2853.22778320312,2945.42553710938,5798.6533203125,0,1,0.852941155433655,1,0.449999988079071,9.6991024017334,7.44349718093872,8.12017822265625,6.56320381164551,1.35336315631866,43.3076210021973,292,8.66555309295654,0.00995033048093319,0,1
"1027",292064,1,2,29,45,1,0,5,14,11715,1828.93493652344,876.979370117188,2705.91430664062,0,1,0.852941155433655,1,0.449999988079071,9.6991024017334,7.44349718093872,8.12017822265625,6.56320381164551,1.35336315631866,43.3076210021973,292,7.903564453125,0.131028264760971,0,1
"1028",292094,1,2,29,75,1,0,7,206,255772.109375,2780.9677734375,313.206787109375,3094.17456054688,0,0,0.852941155433655,1,0.449999988079071,9.6991024017334,7.44349718093872,8.12017822265625,6.56320381164551,1.35336315631866,43.3076210021973,292,8.03759956359863,1.11841487884521,0,1
"1029",292144,1,2,29,58,0,0,1,3,11841.9267578125,2533.49584960938,565.70556640625,3099.20141601562,0,0,0.852941155433655,1,0.449999988079071,9.6991024017334,7.44349718093872,8.12017822265625,6.56320381164551,1.35336315631866,43.3076210021973,292,8.03922271728516,0.02955880202353,0,1
"1030",293014,1,3,29,35,1,5,3,12,20236.83984375,3411.37744140625,1732.3046875,5143.68212890625,0,0,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.54571914672852,0.113328687846661,0,1
"1031",293024,1,3,29,38,1,5,4,10.5,29943.16015625,3385.77612304688,411.083984375,3796.86010742188,0,0,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.2421932220459,0.0998453348875046,0,1
"1032",293035,1,3,29,29,1,0,4,4,22438.76171875,3226.75610351562,579.408447265625,3806.16455078125,0,0,4.80000019073486,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.2446403503418,0.0392207130789757,0,1
"1033",293044,1,3,29,62,1,0,8,3,6787,4008.66162109375,1989.0205078125,5997.68212890625,0,1,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.69929504394531,0.02955880202353,0,1
"1034",293074,1,3,29,45,1,0,5,3,12132,5269.72509765625,622.546875,5892.27197265625,0,1,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.68156623840332,0.02955880202353,0,1
"1035",293084,1,3,29,36,1,0,3,6,30937.876953125,4356.02490234375,604.501953125,4960.52685546875,0,0,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.5094690322876,0.0582689084112644,0,1
"1036",293094,1,3,29,39,1,9,6,37,56719.453125,1969.59448242188,818.784423828125,2788.37890625,0,0,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,7.93357419967651,0.314810752868652,0,1
"1037",293104,1,3,29,52,0,0,1,31,9382,3023.4130859375,1157.12548828125,4180.53857421875,0,1,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.33843421936035,0.270027130842209,0,1
"1038",293124,1,3,29,40,1,0,5,26,11331,2725.1318359375,442.550048828125,3167.68188476562,0,1,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.06107139587402,0.231111720204353,0,1
"1039",293134,1,3,29,40,1,0,7,48,28597,3093.0146484375,511.861328125,3604.8759765625,0,1,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.19032001495361,0.392042100429535,0,1
"1040",293154,1,3,29,30,1,0,3,4,12586.27734375,2741.91357421875,415.708251953125,3157.62182617188,0,0,0.329411745071411,1,0.75,9.02242088317871,6.42847490310669,6.76681566238403,6.10530567169189,1.69170391559601,37.8941688537598,293,8.05789089202881,0.0392207130789757,0,1
"1041",301021,1,1,30,55,1,1,9,4,59311.140625,3248.6728515625,478.1884765625,3726.861328125,0,1,0.508965611457825,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,8.22358989715576,0.0392207130789757,0,1
"1042",301034,1,1,30,45,1,8,6,1,1,5300.67236328125,4092.79541015625,9393.4677734375,0,0,1.21458697319031,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,9.14787578582764,0.00995033048093319,0,1
"1043",301045,1,1,30,52,1,8,5,1,1,5245.90625,5002.30078125,10248.20703125,0,0,2.15010690689087,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,9.23495578765869,0.00995033048093319,0,1
"1044",301054,1,1,30,55,1,0,8,1,1,1917.03881835938,684.294189453125,2601.3330078125,0,0,1.21458697319031,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,7.86416339874268,0.00995033048093319,0,1
"1045",301064,1,1,30,35,0,7,4,19,114697.5234375,6856.1376953125,10159.5283203125,17015.666015625,0,1,1.21458697319031,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,9.74194812774658,0.17395330965519,0,1
"1046",301071,1,1,30,55,1,2,10,75,302984.1875,4584.3818359375,2525.3759765625,7109.7578125,0,1,0.508965611457825,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,8.86936378479004,0.559615790843964,0,1
"1047",301083,1,1,30,40,0,0,4,2,72797.3984375,2545.67602539062,2134.93041992188,4680.6064453125,0,1,0.508965611457825,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,8.45139694213867,0.0198026280850172,0,1
"1048",301101,1,1,30,72,1,0,7,22,98809.046875,2226.8623046875,433.076171875,2659.9384765625,0,1,0.508965611457825,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,7.88643407821655,0.198850855231285,0,1
"1049",301111,1,1,30,66,1,6,4,1,1,4076.32958984375,1111.44970703125,5187.779296875,0,1,0.508965611457825,0,0.550000011920929,10.6013441085815,8.12017822265625,16.9170379638672,7.17373418807983,2.70672631263733,36.5408020019531,301,8.55425357818604,0.00995033048093319,0,1
"1050",302015,1,2,30,45,1,3,7,1,1,3940.60668945312,4221.5263671875,8162.1328125,0,0,2.15010690689087,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,9.00738334655762,0.00995033048093319,0,1
"1051",302025,1,2,30,38,1,0,10,1,1,3142.10302734375,2017.18798828125,5159.291015625,0,0,2.15010690689087,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,8.54874801635742,0.00995033048093319,0,1
"1052",302033,1,2,30,39,1,0,5,4,22777.1015625,2100.69018554688,1069.15673828125,3169.84692382812,0,1,0.508965611457825,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,8.06175422668457,0.0392207130789757,0,1
"1053",302043,1,2,30,35,1,0,6,2,16957.638671875,2322.37109375,412.775634765625,2735.14672851562,0,1,0.508965611457825,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,7.91430568695068,0.0198026280850172,0,1
"1054",302044,1,2,30,29,1,0,3,1,1,3697.61376953125,3428.51953125,7126.13330078125,0,0,1.21458697319031,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,8.87166404724121,0.00995033048093319,0,1
"1055",302053,1,2,30,46,0,0,9,14,42204.62890625,2356.95703125,2584.171875,4941.12890625,0,1,0.508965611457825,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,8.5055513381958,0.131028264760971,0,1
"1056",302054,1,2,30,45,1,0,5,14,54811.20703125,3064.01416015625,1375.693359375,4439.70751953125,0,0,1.21458697319031,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,8.39856910705566,0.131028264760971,0,1
"1057",302063,1,2,30,33,1,0,5,2,17086.208984375,2606.57739257812,599.539794921875,3206.1171875,0,1,0.508965611457825,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,8.07312774658203,0.0198026280850172,0,1
"1058",302093,1,2,30,48,1,0,8,12,41873.0546875,2143.72705078125,518.93017578125,2662.6572265625,0,1,0.508965611457825,1,0.949999988079071,10.2630033493042,8.12017822265625,16.9170379638672,6.94478511810303,2.36838555335999,40.6008949279785,302,7.88745546340942,0.113328687846661,0,1
